;price;propertyType;operation;size;exterior;rooms;bathrooms;municipality;status;newDevelopment;priceByArea;floor;district;neighborhood;hasLift;hasParkingSpace;typology;subTypology
43;750.0;flat;rent;65.0;True;2;1;Leganés;good;False;12.0;;Valdepelayo - Montepinos - Arroyo Culebro;Valdepelayo-Montepinos-Arroyo Culebro;True;True;flat;
44;695.0;flat;rent;65.0;True;2;1;Coslada;good;False;11.0;;Valleaguado - La Cañada;;True;;flat;
45;750.0;flat;rent;78.0;True;2;2;Torrejón de Ardoz;good;False;10.0;;Suroeste;;True;True;flat;
46;620.0;flat;rent;60.0;True;2;1;Madrid;good;False;10.0;;Villaverde;Villaverde Alto;False;;flat;
47;500.0;studio;rent;28.0;False;0;1;Madrid;good;False;18.0;1;Centro;Lavapiés-Embajadores;False;;flat;studio
48;550.0;flat;rent;38.0;True;1;1;Leganés;good;False;14.0;;Centro;Flores;False;;flat;
49;750.0;flat;rent;46.0;False;1;1;Madrid;good;False;16.0;3;Arganzuela;Acacias;True;;flat;
50;680.0;studio;rent;55.0;True;0;1;Madrid;good;False;12.0;bj;Ciudad Lineal;Ventas;False;;flat;studio
51;700.0;flat;rent;50.0;True;1;2;Camarma de Esteruelas;;;;;;;;;;
52;750.0;duplex;rent;35.0;True;1;1;Madrid;;;;;;;;;;
53;750.0;flat;rent;66.0;True;2;1;Alcorcón;good;False;11.0;1;Centro;Zona Renfe;True;;flat;
54;650.0;flat;rent;65.0;True;1;1;Alcalá de Henares;good;False;10.0;en;San Isidro - Los Almendros;;True;;flat;
55;720.0;flat;rent;133.0;False;3;2;Pinto;good;False;5.0;1;San José - Buenos Aires;;True;True;flat;
56;600.0;flat;rent;50.0;True;1;1;Valdemoro;good;False;12.0;;Hospital;;True;True;flat;
57;650.0;flat;rent;61.0;True;1;1;Collado Villalba;good;False;11.0;2;Parque de la Coruña - Las Suertes;;True;True;flat;
58;650.0;flat;rent;65.0;False;2;1;Alcorcón;good;False;10.0;3;Valderas - Los Castillos;Valderas - Los Castillos;False;;flat;
59;700.0;flat;rent;45.0;True;1;1;Madrid;good;False;16.0;3;Barajas;Casco Histórico de Barajas;False;;flat;
60;625.0;flat;rent;62.0;True;2;1;Getafe;good;False;10.0;bj;Getafe Centro;;False;;flat;
61;595.0;flat;rent;45.0;True;1;1;Madrid;good;False;13.0;bj;Latina;Aluche;False;;flat;
62;650.0;flat;rent;55.0;True;1;1;Madrid;good;False;12.0;4;San Blas;Rejas;True;True;flat;
63;725.0;flat;rent;50.0;True;1;1;Madrid;good;False;15.0;2;Villaverde;Villaverde Alto;True;;flat;
64;750.0;flat;rent;95.0;True;3;1;Alcalá de Henares;good;False;8.0;8;Reyes Católicos;;True;;flat;
65;700.0;penthouse;rent;30.0;True;1;1;Madrid;good;False;23.0;1;San Blas;Rejas;True;;flat;penthouse
66;700.0;flat;rent;27.0;False;1;1;Madrid;good;False;26.0;3;Centro;Lavapiés-Embajadores;False;;flat;
67;650.0;flat;rent;59.0;True;2;1;Alcalá de Henares;good;False;11.0;1;Val;;True;;flat;
68;550.0;flat;rent;40.0;True;1;1;Paracuellos de Jarama;good;False;14.0;3;Casco Urbano;;True;;flat;
69;650.0;flat;rent;55.0;True;1;1;Madrid;good;False;12.0;4;San Blas;Rejas;True;True;flat;
70;750.0;flat;rent;65.0;True;2;1;Madrid;good;False;12.0;;Ciudad Lineal;Pueblo Nuevo;True;;flat;
71;725.0;flat;rent;70.0;True;2;1;Madrid;good;False;10.0;;Puente de Vallecas;Entrevías;True;;flat;
72;700.0;flat;rent;80.0;True;1;1;Alcalá de Henares;good;False;9.0;1;Casco Histórico;;False;;flat;
73;650.0;flat;rent;40.0;True;1;1;Madrid;good;False;16.0;bj;Barajas;Casco Histórico de Barajas;True;;flat;
74;695.0;flat;rent;90.0;True;3;1;Madrid;good;False;8.0;;Villaverde;Los Rosales;False;;flat;
75;750.0;flat;rent;55.0;True;1;1;Madrid;good;False;14.0;;Ciudad Lineal;Quintana;False;;flat;
76;650.0;flat;rent;65.0;True;2;1;Madrid;good;False;10.0;;Latina;Águilas;True;;flat;
77;666.0;flat;rent;70.0;True;1;2;Villanueva del Pardillo;good;False;10.0;1;Los Llanos - Valle Pardo;;True;True;flat;
78;750.0;flat;rent;78.0;True;2;2;Alcalá de Henares;good;False;10.0;;Ensanche;;True;True;flat;
79;630.0;flat;rent;74.0;True;3;1;El Molar;good;False;9.0;;;;True;;flat;
80;635.0;studio;rent;55.0;True;0;1;Leganés;good;False;12.0;2;Valdepelayo - Montepinos - Arroyo Culebro;Valdepelayo-Montepinos-Arroyo Culebro;True;True;flat;studio
81;725.0;flat;rent;69.0;True;2;1;Collado Villalba;good;False;11.0;1;Dehesa - El Soto;;True;True;flat;
82;750.0;flat;rent;35.0;False;1;1;Madrid;good;False;21.0;1;Centro;Lavapiés-Embajadores;False;;flat;
83;690.0;flat;rent;65.0;True;2;1;Madrid;good;False;11.0;3;Puente de Vallecas;San Diego;False;;flat;
84;700.0;studio;rent;30.0;False;0;1;Madrid;good;False;23.0;2;Centro;Lavapiés-Embajadores;True;;flat;studio
85;730.0;flat;rent;64.0;True;3;1;Parla;good;False;11.0;1;Pintores-Ferial;;False;;flat;
86;750.0;flat;rent;51.0;True;1;1;Madrid;good;False;15.0;1;Carabanchel;Opañel;True;;flat;
87;750.0;flat;rent;48.0;False;1;1;Tres Cantos;good;False;16.0;4;Zona Estación- Centro;;True;;flat;
88;690.0;flat;rent;35.0;True;1;1;Madrid;good;False;20.0;;Tetuán;Berruguete;False;;flat;
89;750.0;flat;rent;74.0;True;3;1;Alcorcón;good;False;10.0;4;Centro;Casco Antiguo;True;True;flat;
90;700.0;duplex;rent;35.0;True;1;1;Madrid;good;False;20.0;bj;Centro;Palacio;False;;flat;duplex
91;720.0;flat;rent;42.0;True;1;1;Madrid;good;False;17.0;4;Hortaleza;Pinar del Rey;True;;flat;
92;595.0;flat;rent;55.0;True;1;1;Quijorna;good;False;11.0;1;;;False;True;flat;
93;700.0;flat;rent;45.0;False;1;1;Madrid;good;False;16.0;1;Centro;Palacio;False;;flat;
94;500.0;flat;rent;45.0;True;1;1;Valdemorillo;good;False;11.0;;Valdemorillo pueblo;;False;;flat;
95;700.0;flat;rent;75.0;True;2;1;Aranjuez;good;False;9.0;1;Nuevo Aranjuez-Ciudad de las Artes;;False;;flat;
96;675.0;duplex;rent;87.0;True;2;2;Miraflores de la Sierra;good;False;8.0;2;;;False;;flat;duplex
97;650.0;flat;rent;45.0;True;1;1;Pedrezuela;good;False;14.0;bj;;;False;True;flat;
98;750.0;studio;rent;55.0;True;0;1;Madrid;good;False;14.0;2;Centro;Lavapiés-Embajadores;True;;flat;studio
99;720.0;studio;rent;45.0;True;0;1;San Sebastián de los Reyes;good;False;16.0;5;Vega de la Moraleja;;True;;flat;studio
100;624.0;flat;rent;45.0;True;1;1;Valdemoro;newdevelopment;True;14.0;;Hospital;;True;True;flat;
101;633.0;flat;rent;45.0;True;1;1;Valdemoro;newdevelopment;True;14.0;;Hospital;;True;True;flat;
102;640.0;studio;rent;33.0;True;0;1;Madrid;good;False;19.0;2;Villa de Vallecas;Ensanche de Vallecas - La Gavia;True;True;flat;studio
103;645.0;flat;rent;84.0;True;2;2;Aranjuez;good;False;8.0;2;Nuevo Aranjuez-Ciudad de las Artes;;True;;flat;
104;750.0;flat;rent;46.0;False;1;1;Madrid;good;False;16.0;3;Centro;Palacio;False;;flat;
105;735.0;studio;rent;35.0;True;0;1;Madrid;good;False;21.0;1;Fuencarral;Las Tablas;True;True;flat;studio
106;600.0;flat;rent;55.0;True;1;1;Daganzo de Arriba;;;;;;;;;;
107;750.0;flat;rent;75.0;True;3;1;Madrid;good;False;10.0;;Villaverde;Villaverde Alto;False;;flat;
108;600.0;penthouse;rent;25.0;True;1;1;Madrid;good;False;24.0;5;Centro;Sol;True;;flat;penthouse
109;705.0;flat;rent;48.0;True;1;1;Madrid;good;False;15.0;4;Villa de Vallecas;Ensanche de Vallecas - La Gavia;True;True;flat;
110;650.0;flat;rent;62.0;True;2;1;Guadarrama;good;False;10.0;3;;;False;;flat;
111;700.0;duplex;rent;61.0;True;2;1;Cobeña;good;False;11.0;1;;;False;;flat;duplex
112;650.0;studio;rent;40.0;False;0;1;Madrid;good;False;16.0;en;Tetuán;Berruguete;True;;flat;studio
113;700.0;flat;rent;40.0;True;1;1;Madrid;good;False;18.0;bj;Latina;Puerta del Ángel;False;True;flat;
114;730.0;flat;rent;51.0;True;2;1;Madrid;good;False;14.0;4;Villaverde;Los Rosales;False;;flat;
115;750.0;flat;rent;50.0;True;2;1;Madrid;good;False;15.0;3;Villa de Vallecas;Casco Histórico de Vallecas;False;;flat;
116;680.0;flat;rent;56.0;True;2;1;Torrejón de Ardoz;good;False;12.0;3;Noroeste;;False;;flat;
117;710.0;flat;rent;78.0;True;3;1;Parla;good;False;9.0;4;Fuentebella-San Felix-El Leguario;;False;;flat;
118;720.0;flat;rent;47.0;True;2;1;Madrid;good;False;15.0;1;San Blas;Amposta;False;;flat;
119;750.0;studio;rent;43.0;True;0;1;Madrid;good;False;17.0;;Tetuán;Valdeacederas;True;;flat;studio
120;695.0;studio;rent;40.0;True;0;1;Madrid;good;False;17.0;;Barajas;Casco Histórico de Barajas;True;True;flat;studio
121;630.0;flat;rent;54.0;True;1;2;El Álamo;;;;;;;;;;
122;750.0;flat;rent;90.0;True;3;1;Algete;good;False;8.0;;;;True;;flat;
123;730.0;flat;rent;50.0;True;1;1;Madrid;good;False;15.0;2;Villa de Vallecas;Casco Histórico de Vallecas;True;True;flat;
124;600.0;flat;rent;90.0;True;3;1;Valdemoro;good;False;7.0;;Centro;;True;;flat;
125;650.0;studio;rent;45.0;True;0;1;Madrid;good;False;14.0;bj;Ciudad Lineal;Pueblo Nuevo;True;;flat;studio
126;750.0;flat;rent;38.0;False;1;1;Madrid;good;False;20.0;bj;Centro;Huertas-Cortes;True;;flat;
127;730.0;flat;rent;50.0;True;1;1;Rivas-Vaciamadrid;good;False;15.0;;Rivas Futura;;True;True;flat;
128;735.0;studio;rent;30.0;True;0;1;Madrid;good;False;25.0;2;Fuencarral;Las Tablas;True;True;flat;studio
129;610.0;flat;rent;72.0;False;1;1;Pinto;good;False;8.0;bj;San José - Buenos Aires;;True;True;flat;
130;580.0;chalet;rent;54.0;False;3;2;Los Santos de la Humosa;good;False;11.0;;;;;;chalet;
131;725.0;flat;rent;50.0;True;1;1;Villanueva del Pardillo;good;False;15.0;en;Centro;;False;;flat;
132;750.0;flat;rent;48.0;True;1;1;Madrid;good;False;16.0;1;Carabanchel;Vista Alegre;False;;flat;
133;750.0;flat;rent;70.0;True;3;1;Alcalá de Henares;good;False;11.0;2;San Isidro - Los Almendros;;False;;flat;
134;750.0;flat;rent;49.0;True;1;1;Madrid;good;False;15.0;7;Hortaleza;Pinar del Rey;True;;flat;
135;730.0;flat;rent;60.0;True;3;1;Parla;good;False;12.0;3;Reyes;;False;;flat;
136;560.0;flat;rent;26.0;False;1;1;Madrid;good;False;22.0;bj;Centro;Lavapiés-Embajadores;False;;flat;
137;700.0;studio;rent;23.0;True;0;1;Madrid;;;;;;;;;;
138;750.0;flat;rent;80.0;True;3;1;San Fernando de Henares;good;False;9.0;2;Parque Roma - Coronas;;True;True;flat;
139;730.0;flat;rent;70.0;True;3;1;Pinto;good;False;10.0;3;Parque Europa - Los Pitufos;;False;;flat;
140;730.0;flat;rent;52.0;True;2;1;Madrid;good;False;14.0;4;Vicálvaro;Ambroz;False;;flat;
141;740.0;flat;rent;64.0;True;2;1;Madrid;good;False;12.0;3;Villaverde;Villaverde Alto;False;;flat;
142;720.0;flat;rent;65.0;True;2;1;Madrid;good;False;11.0;2;Villaverde;Los Rosales;False;;flat;
143;720.0;flat;rent;63.0;True;2;1;Torrejón de Ardoz;good;False;11.0;2;Noroeste;;False;;flat;
144;740.0;flat;rent;54.0;True;2;1;Madrid;good;False;14.0;1;Villaverde;Los Rosales;True;;flat;
145;720.0;flat;rent;52.0;True;2;1;Getafe;good;False;14.0;3;La Alhóndiga;;False;;flat;
146;730.0;flat;rent;45.0;True;2;1;Madrid;good;False;16.0;3;Puente de Vallecas;San Diego;False;;flat;
147;600.0;duplex;rent;80.0;False;1;1;Madrid;;;;;;;;;;
148;600.0;duplex;rent;80.0;False;1;1;Madrid;;;;;;;;;;
149;725.0;duplex;rent;71.0;True;2;1;Cobeña;good;False;10.0;1;;;False;True;flat;duplex
150;675.0;flat;rent;76.0;True;3;1;Aldea del Fresno;good;False;9.0;2;;;False;True;flat;
151;750.0;flat;rent;54.0;True;1;1;San Sebastián de los Reyes;good;False;14.0;3;Centro Urbano;;True;True;flat;
152;750.0;duplex;rent;79.0;True;2;2;Collado Villalba;good;False;9.0;1;Villalba Estación;;False;;flat;duplex
153;700.0;flat;rent;54.0;True;1;1;Madrid;good;False;13.0;2;Usera;Almendrales;True;;flat;
154;750.0;flat;rent;54.0;True;2;1;Madrid;good;False;14.0;3;Villaverde;Villaverde Alto;False;;flat;
155;730.0;flat;rent;48.0;True;2;1;Madrid;good;False;15.0;3;San Blas;Amposta;False;;flat;
156;650.0;flat;rent;61.0;True;2;1;Alcalá de Henares;good;False;11.0;4;Reyes Católicos;;False;;flat;
157;730.0;flat;rent;63.0;True;2;1;Madrid;good;False;12.0;1;Villaverde;Villaverde Alto;False;;flat;
158;720.0;flat;rent;50.0;True;2;1;Madrid;good;False;14.0;2;San Blas;Amposta;False;;flat;
159;720.0;flat;rent;51.0;True;2;1;Madrid;good;False;14.0;1;San Blas;Amposta;False;;flat;
160;750.0;flat;rent;47.0;True;2;1;Madrid;good;False;16.0;1;Puente de Vallecas;San Diego;False;;flat;
161;730.0;flat;rent;50.0;True;2;1;Madrid;good;False;15.0;3;Villaverde;Butarque;False;;flat;
162;730.0;flat;rent;40.0;True;2;1;Madrid;good;False;18.0;2;Puente de Vallecas;San Diego;False;;flat;
163;670.0;flat;rent;67.0;True;2;1;Valdemoro;good;False;10.0;1;Zona Estación;;True;;flat;
