;price;propertyType;operation;size;exterior;rooms;bathrooms;municipality;status;newDevelopment;floor;district;neighborhood;hasLift;hasParkingSpace;typology;subTypology;priceByArea
0;750.0;0.27734544817516255;0.2755055602245461;0.02385563568020231;0.2763138292982005;0.00039759392800337186;0.00039759392800337186;0.2805399352713404;0.2764247241608381;0.27628997195078475;0.27739724506585306;0.2788142279266414;0.2784421490741971;0.27921147769174776;0.27475360252148123;0.2764179803758606;0.27696421123225146;0.005168721064043834
1;750.0;0.2791364590323686;0.27728468965619685;0.02801130263651448;0.27809817828076144;0.0008003229324718423;0.00040016146623592113;0.28068068902878957;0.2782097892680165;0.2780741668699979;0.27157518680612086;0.2801965148612748;0.2720270827543699;0.27516444734379214;0.27652787604358237;0.2782030019337679;0.2787527601795599;0.004401776128595132
2;700.0;0.2788391226017241;0.27698932573211277;0.021985436761672777;0.27780194782779455;0.0007994704276971919;0.00039973521384859597;0.28038170768283444;0.27791343992691625;0.2777779619940094;0.27825257349554;0.27737999300532684;0.2717373192383276;0.27487134190390416;0.27623331827810266;0.27790665982254276;0.27845583246531075;0.004796822566183152
3;590.0;0.2817382129918214;0.2798691837839417;0.028272388263940636;0.2806902547116467;0.001211673782740313;0.0008077825218268753;0.2744601399625325;0.28080290599413593;0.2806660194971449;0.2707754110112808;0.2607755314255186;0.2745625721780302;0.277729179277625;0.27910531612034434;0.2807960553970165;0.28135093778781517;0.003231130087307501
4;684.0;0.279755878944658;0.28102016372514543;0.018249853031515852;0.28184461135962224;0.0;0.00040555228958924115;0.28615530836161246;0.27663667005675474;0.27663667005675474;0.27188899222958945;0.2618479874986361;0.2756917283391679;0.27322281464133286;0.28025315460686323;0.27663667005675474;0.2825080115372517;0.005391811708491769
5;600.0;0.2808347942408739;0.27897175824213166;0.029389518767570125;0.2797901963325511;0.0008051922950019213;0.00040259614750096063;0.2741038707083471;0.2799024863886385;0.2797660388304298;0.28088724280000876;0.2599393313858565;0.27368216276043655;0.27683861585145625;0.2782103399884429;0.2798956577585708;0.2804487608694092;0.003220769180007685
6;600.0;0.27851906265194903;0.2790393599803471;0.028591253159941293;0.2798579963985037;0.0004026937064780464;0.0004026937064780464;0.2748138400963695;0.2799703136652415;0.2798338330424237;0.28256939968415784;0.26000232109758564;0.2737484826991922;0.2769057006766538;0.27827775721623416;0.27996348338042826;0.2798620654939092;0.003221549651824371
7;550.0;0.27805868192044025;0.27621406243309754;0.021126669095320297;0.2770244100870293;0.0003986163980249113;0.0003986163980249113;0.2812613841000487;0.27713559013177;0.27700049138701033;0.2797083601809434;0.2772434007824985;0.276635549911757;0.2741020066135787;0.2754601709625511;0.2771288290041787;0.27767646457184947;0.003986163980249113
8;700.0;0.27526300417243055;0.276506984560329;0.011173095543403823;0.277318191579481;0.0;0.00039903912655013654;0.2815596588591719;0.27742948952949753;0.27729424751393056;0.2800049879744269;0.27855332582610703;0.2783221650006442;0.2743926889276811;0.27575229359575504;0.277422721231801;0.2752402382975649;0.009975978163753414
9;700.0;0.27634674280785726;0.27686298205778653;0.03436154783962014;0.27767523349058754;0.0007991057637120961;0.00039955288185604805;0.2772304129745985;0.27778667473460344;0.27765125859750694;0.2787639872710784;0.2772304129745985;0.271613371171833;0.2805871586602233;0.2761073194429116;0.27777989772285205;0.2776792708489313;0.0031964230548483844
10;700.0;0.2783295328502911;0.27648311655912294;0.017955210672478763;0.2731112478932489;0.0003990046816106392;0.0003990046816106392;0.28153535471261326;0.2774055418979351;0.27727031155641896;0.27862677430797494;0.27829814031359884;0.27829814031359884;0.2743690034318493;0.27572849073925;0.277398774184476;0.27794694319207286;0.006384074905770227
11;550.0;0.2796553522366673;0.27780014056367575;0.021648888123402165;0.2786151414010144;0.0008018106712371172;0.0004009053356185586;0.2741512678734638;0.2787269598645089;0.2785910853548854;0.2767084725467956;0.27709034864385007;0.2725327601750685;0.2756759568839155;0.27704192009277456;0.2787201599131281;0.27927094011720793;0.0040090533561855865
12;695.0;0.27844640227737133;0.27659921068359017;0.02554702221035412;0.2774106882726833;0.0007983444440735662;0.0003991722220367831;0.27998681476337467;0.27752202334501147;0.27738673622083065;0.28009838082153965;0.27950383752891567;0.271354601177984;0.27448420984890204;0.2758442679994365;0.2775152527898173;0.2780636519713278;0.004390894442404614
13;650.0;0.2797937102784445;0.27793758074905545;0.027275050339528328;0.27875298480385086;0.0008022073629273038;0.0004011036814636519;0.276917303380946;0.27886485858895294;0.2787289168561172;0.27221463437434745;0.276917303380946;0.2726675943511942;0.27581234614038586;0.2771789851524906;0.27885805527333124;0.2794091079730736;0.004011036814636519
14;700.0;0.27797233335953536;0.27612828670177325;0.0119547783412922;0.27276074538757483;0.00039849261137640666;0.00039849261137640666;0.28117404096950005;0.2770495282285123;0.27691447143742265;0.27962149932765923;0.277078267056943;0.2764947425883149;0.27984258067116735;0.2753746293452747;0.2770427692005268;0.2775902347050194;0.009165330061657354
15;700.0;0.27833912861862903;0.2764926486698863;0.013965645323343536;0.2731206637545067;0.0003990184378098153;0.0003990184378098153;0.2815450610057798;0.2774151058104975;0.27727987080674155;0.2799904707251162;0.2786836853380852;0.2766312613212392;0.27437846265584565;0.27573799683331846;0.2774083378637128;0.2779565257701407;0.007980368756196307
16;700.0;0.27812671376696235;0.27628164296168567;0.017144698834919262;0.27709218888113046;0.00039871392639347124;0.00039871392639347124;0.28133019954283056;0.27720339612798434;0.27706826432898946;0.2775416632408963;0.2757130920022594;0.27404815277580874;0.27999799977744066;0.27552756703860404;0.2771966333461667;0.277744402902313;0.00637942282229554
17;650.0;0.2780406794454783;0.2761961793851425;0.023915435413737734;0.2770064745743814;0.0007971811804579244;0.0003985905902289622;0.28124317427113754;0.2771176474209438;0.27698255742294126;0.2796902509001397;0.2772254510916401;0.2766176395752536;0.2740842603073781;0.27544233672412155;0.2771108867310911;0.27765848684295263;0.004384496492518584
20;695.0;0.2776448593475171;0.27580298512666646;0.015920926187071117;0.2724394110499678;0.0003980231546767779;0.0003980231546767779;0.2808427950855704;0.27672314135597625;0.27658824367276863;0.2828949860267478;0.2774723940136661;0.2759100783712947;0.2795129033557368;0.27505021563981746;0.27671639029067535;0.2772632108362865;0.006766393629505225
21;675.0;0.27952396656493117;0.27766962649418114;0.016028679405972232;0.2784842444336721;0.00040071698514930584;0.00040071698514930584;0.2774056150725133;0.27859601036341813;0.2784601996893821;0.27195219750156807;0.27696016804370427;0.2724047207884474;0.27554644078316143;0.28013044920724745;0.27858921360674166;0.27913973504721656;0.006812188747538199
